PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
224419559,20065995,99,2020-04-06T10:00:00,"300 Block S Main St Pittsburgh, PA 15220",N,West End,6,DRUG INVESTIGATION,9124 Drug Investigation,2019,7,2,-79.95794767,40.46738301
224430855,20066217,14,2020-04-06T22:27:00,"600 Block Tarragonna St Pittsburgh, PA 15210",N,Bon Air,3,CRIM MISCHIEF,3304 Criminal Mischief.,1806,,,0,0
224432118,20066262,10,2020-04-07T00:34:00,"800 Block E Warrington Ave Pittsburgh, PA 15210",Y,Allentown,3,HARRASSMENT,2709 Harassment (Non-Specific),1803,3,5,-79.99370506,40.42180226
224433232,20065238,6,2020-04-05T06:00:00,"800 Block Boggs Ave Pittsburgh, PA 15211",Y,Mount Washington,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1915,4,5,-80.01241499,40.41849775
224619587,20069556,27,2020-04-12T17:30:00,"70 Block Wyoming St Pittsburgh, PA 15211",Y,Mount Washington,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1914,2,5,-80.00657987,40.42838564
224621521,20069569,99,2020-04-12T19:11:00,"300 Block N Braddock Ave Pittsburgh, PA 15208",N,Point Breeze North,4,AIDED CASE,9497 Aided Case,1405,9,2,-79.8928014,40.44965463
224621944,20069592,3,2020-04-12T18:30:00,"60 Block Rostock St Pittsburgh, PA 15212",Y,Spring Hill-City View,1,ROBBERY,3701 Robbery. / 3502 Burglary. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2709(a) Harassment. / 2701 Simple Assault. / 2706 Terroristic Threats. / 907 Possessing Instruments of Crime.,2620,1,1,-79.99681025,40.46242838
224623382,20069637,0,2020-04-12T20:18:00,"1600 Block Concordia St Pittsburgh, PA 15210",N,Carrick,3,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): ,2902,,,0,0
224623682,20069666,18,2020-04-12T21:17:00,"1500 Block Brookline Blvd Pittsburgh, PA 15226",Y,Brookline,6,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 3503 Criminal Trespass / 9093 Indirect Criminal Contempt,3206,4,5,-80.00526405,40.3921463
224626327,20069714,5,2020-04-12T23:00:00,"2900 Block N Charles St Pittsburgh, PA 15214",N,Perry South,1,BURGLARY,3502 Burglary.,2615,6,1,-80.01118366,40.4705077
224628029,20069757,5,2020-04-13T02:28:00,"7200 Block Reynolds St Pittsburgh, PA 15208",Y,Point Breeze,4,BURGLARY,3502 Burglary. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 3503 Criminal Trespass,1406,9,3,-79.9030863,40.44639669
224322169,20063937,6,2020-04-02T19:00:00,"500 Block Overbrook Blvd Pittsburgh, PA 15210",N,Overbrook,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,3204,,,0,0
224328323,20064067,27,2020-04-03T07:35:00,"N Craig St & Baum Blvd Pittsburgh, PA 15213",N,North Oakland,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,507,6,3,-79.95333727,40.45400166
224329720,20064086,27,2020-04-03T06:30:00,"Greenfield Rd & Hobart Rd Pittsburgh, PA 15217",N,Squirrel Hill South,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1413,5,3,-79.93652047,40.43285612
224335129,20064155,0,2020-04-03T10:55:00,"300 Block Hancock St Pittsburgh, PA 15219",N,Polish Hill,2,99,9999 9999 - (Misc. Incident): Roommate Dispute,605,7,6,-79.96638163,40.45857143
224337159,20064224,11,2020-04-01T08:00:00,"700 Block Hazelwood Ave Pittsburgh, PA 15217",N,Greenfield,4,CREDIT CARDS,4106 Access Device Fraud,1517,5,3,-79.93307298,40.41979894
224337952,20064237,10,2020-04-03T13:26:00,"600 Block Griffin St Pittsburgh, PA 15211",N,Mount Washington,3,HARRASSMENT,2709 Harassment (Non-Specific),1915,4,5,-80.01168312,40.42179707
224351678,20064422,99,2020-04-03T18:55:00,"5300 Block Beeler St Pittsburgh, PA 15217",N,Squirrel Hill North,4,NOISE COMPLAINT - CITATION,9132 Noise Complaint - Citation,1401,8,3,-79.93367439,40.44542361
224356479,20060307,0,2020-03-28T02:05:00,"100 Block Stewart Ave Pittsburgh, PA 15227",N,Carrick,3,99,9999 9999 - (Misc. Incident): ,2904,4,3,-79.97946611,40.38248955
224358893,20064534,0,2020-04-03T23:13:00,"3400 Block Beechwood Blvd Pittsburgh, PA 15217",N,Greenfield,4,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): ,1517,5,3,-79.92715417,40.41964409
224336347,20064183,10,2020-04-03T11:50:00,"600 Block Tarragonna St Pittsburgh, PA 15210",Y,Bon Air,3,SIMPLE ASSAULT,2701 Simple Assault.,1806,,,0,0
224337171,20064193,10,2020-04-03T12:07:00,"100 Block Stoebner Way Pittsburgh, PA 15206",N,Larimer,5,RECKLESSLY ENDANGER ANOTH PER,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2705 Recklessly Endangering Another Person. / 3743 Accidents Involving Damage to Attended Veh. or Property",1204,,,0,0
224338060,20064188,99,2020-04-03T12:24:00,"1400 Block Forsythe St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2715,,,0,0
224350512,20064421,99,2020-04-03T18:00:00,"1500 Block Brighton Rd Pittsburgh, PA 15212",N,California-Kirkbride,1,DRUG INVESTIGATION,9124 Drug Investigation,2507,6,1,-80.01656851,40.45687441
224379020,20064972,99,2020-04-04T19:03:00,"300 Block S Highland Ave Pittsburgh, PA 15206",Y,Shadyside,4,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),706,8,2,-79.92520222,40.45710416
224380662,20065083,6,2020-04-04T21:13:00,"1700 Block Eckert St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,THEFT FROM AUTO,3934 Theft from Vehicle / 5506 Loitering and Prowling at Night,2715,1,1,-80.03657381,40.47177667
224386882,20064825,99,2020-04-04T14:45:00,"50 Block Carrick Ave Pittsburgh, PA 15210",N,Carrick,3,DOG BITE,9492 Dog Bite,2904,4,3,-79.98237906,40.38876086
224387556,20065250,0,2020-04-05T08:27:00,"100 Block Stanton Ct E Pittsburgh, PA 15201",N,Stanton Heights,5,99,9999 9999 - (Misc. Incident): Put Deer Down,1018,9,2,-79.94067494,40.47796974
224390097,20065332,10,2020-04-05T11:40:00,"200 Block Dinwiddie St Pittsburgh, PA 15219",N,Crawford-Roberts,2,HARRASSMENT,2709(a) Harassment.,305,6,3,-79.98071305,40.43908196
224391041,20065338,10,2020-04-05T12:00:00,"500 Block S Highland Ave Pittsburgh, PA 15206",Y,Shadyside,4,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose,706,8,2,-79.92494548,40.4530106
224475330,20066694,99,2020-04-07T19:01:00,"1200 Block Western Brg Pittsburgh, PA 15233",N,Chateau,1,DRUG INVESTIGATION,9124 Drug Investigation,2108,6,1,-80.02196846,40.45121772
224478239,20066723,0,2020-04-07T20:13:00,"1500 Block Rockland Ave Pittsburgh, PA 15216",Y,Beechview,6,99,9998 Overdose Other,1916,4,5,-80.02036781,40.41203819
224635784,20069887,6,2020-04-10T14:09:00,"3900 Block Foster St Pittsburgh, PA 15201",N,Lower Lawrenceville,2,THEFT FROM AUTO,3934 Theft from Vehicle,603,,,0,0
224636223,20069842,29,2020-04-10T12:00:00,"1000 Block Brushton Ave Pittsburgh, PA 15221",N,Homewood North,5,RUNAWAYS - JUVENILE,029 Missing Juvenile,1301,9,2,-79.88772958,40.4565467
224636828,20069900,0,2020-04-13T10:48:00,"3900 Block Penn Ave Pittsburgh, PA 15201",N,Lower Lawrenceville,2,99,9999 9999 - (Misc. Incident): ,603,7,2,-79.95988596,40.46475562
224636912,20069883,14,2020-04-13T10:35:00,"100 Block Mayflower St Pittsburgh, PA 15206",N,Larimer,5,CRIM MISCHIEF,3304 Criminal Mischief.,1208,,,0,0
224636999,20069935,14,2020-04-13T11:50:00,"600 Block Hollace St Pittsburgh, PA 15219",N,Middle Hill,2,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,501,6,3,-79.96740752,40.44995308
-3352000884,20069951,27,2020-04-13T12:29:00,"4800 Block Penn Ave Pittsburgh, PA 15224",N,Garfield,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1017,,,0,0
224381038,20065181,4,2020-04-05T02:45:00,"6700 Block Simonton St Pittsburgh, PA 15208",N,Point Breeze North,4,AGG-ASSAULT,2702 Aggravated Assault. / 2705 Recklessly Endangering Another Person.,1405,,,0,0
224383695,20065194,10,2020-04-05T03:25:00,"2600 Block Centre Ave Pittsburgh, PA 15219",Y,Terrace Village,2,SIMPLE ASSAULT,2701 Simple Assault.,510,6,3,-79.96837962,40.44650607
224392860,20065406,99,2020-04-05T14:20:00,"3700 Block Mintwood St Pittsburgh, PA 15201",N,Lower Lawrenceville,2,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),603,7,2,-79.96184159,40.46357053
-3249024368,20065507,14,2020-04-05T18:29:00,"500 Block Bellaire Ave Pittsburgh, PA 15226",Y,Brookline,6,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 5505 Public Drunkenness,1919,5,3,-79.94686937,40.40714121
224410267,20062880,10,2020-04-01T11:15:00,"1700 Block Warren St Pittsburgh, PA 15212",Y,Fineview,1,SIMPLE ASSAULT,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,2509,,,0,0
224414375,20065871,0,2020-04-06T10:08:00,"2700 Block Glen Mawr St Pittsburgh, PA 15204",N,Sheraden,6,99,9993 PFA Service with Weapons Supplement,2018,2,5,-80.04925596,40.45329993
224416044,20065870,0,2020-04-06T10:12:00,"7800 Block Susquehanna St Pittsburgh, PA 15221",N,Homewood South,5,99,9993 PFA Service with Weapons Supplement,1304,9,2,-79.88916188,40.44934862
224417088,20065923,6,2020-04-06T12:40:00,"1500 Block Eckert St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2715,1,1,-80.03373428,40.47139079
224431327,20065768,10,2020-04-06T07:30:00,"5000 Block Columbo St Pittsburgh, PA 15224",N,Garfield,5,RECKLESSLY ENDANGER ANOTH PER,2705 Recklessly Endangering Another Person. / 3743 Accidents Involving Damage to Attended Veh. or Property / 3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3744 Duty to Give Information and Render Aid,1016,,,0,0
224432176,20066265,6,2020-04-06T07:15:00,"300 Block Stratford Ave Pittsburgh, PA 15232",N,Friendship,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,807,7,2,-79.93360849,40.46095987
224394577,20065455,26,2020-04-05T18:00:00,"4600 Block Irvine St Pittsburgh, PA 15207",N,Hazelwood,4,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a)(4) Harassment Communicates Prohibited Acts,1501,5,3,-79.94595567,40.41456057
224399887,20065711,14,2020-04-06T02:42:00,"600 Block Pressley St Pittsburgh, PA 15212",N,East Allegheny,1,CRIM MISCHIEF,3304 Criminal Mischief.,2304,1,1,-79.99867967,40.45221882
-3339001279,20065929,0,2020-04-06T13:00:00,"2400 Block Railroad St Pittsburgh, PA 15222",N,Strip District,2,99,9992 Governor's Order Violation,203,7,6,-79.98226937,40.4547589
224421568,20066031,99,2020-04-06T04:00:00,"1400 Block Washington Blvd Pittsburgh, PA 15206",N,Highland Park,5,DRUG INVESTIGATION,9124 Drug Investigation,1106,9,2,-79.90861668,40.47030563
224428635,20066084,10,2020-04-06T18:50:00,"2700 Block Churchview Ave Pittsburgh, PA ",Y,Carrick,3,TERRORISTIC THREATS,2706 Terroristic Threats. / 5503 Disorderly Conduct.,2904,4,3,-79.97726374,40.38543979
224429992,20066146,99,2020-04-06T13:55:00,"Saw Mill Run Blvd & Woodruff St Pittsburgh, PA 15220",N,Duquesne Heights,3,FOUND PROPERTY,9489 Found Property,1911,2,5,-80.01992995,40.42587283
224431285,20066278,0,2020-04-07T01:20:00,"3500 Block Middletown Rd Pittsburgh, PA 15204",N,Chartiers City,6,99,8106 Shots Fired,2021,2,5,-80.07253246,40.4553781
224432129,20066294,99,2020-04-07T02:16:00,"300 Block E North Ave Pittsburgh, PA 15212",N,Allegheny Center,1,AIDED CASE,9497 Aided Case,2204,,,-79.84279604,40.41253154
-3253007817,20066292,99,2020-04-07T02:08:00,"200 Block Elsinburg Way Pittsburgh, PA 15210",N,Knoxville,3,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,3001,,,0,0
224456918,20066437,0,2020-04-06T15:05:00,"20 Block Estella Ave Pittsburgh, PA 15211",Y,Mount Washington,3,99,2709(a)(5) Harassment Communicates Repeatedly in Anonymous Manner,1807,3,5,-80.00069697,40.42036897
224478232,20066729,0,2020-04-07T20:30:00,"100 Block Charles St Pittsburgh, PA 15210",N,Knoxville,3,99,9999 9999 - (Misc. Incident): Neighbor Dispute,3001,3,5,-79.98818255,40.41664751
224480152,20066785,0,2020-04-07T23:26:00,"Brushton Ave & Tioga St Pittsburgh, PA 15221",N,Homewood South,5,99,8106 Shots Fired / 607.03 Discharging Firearm or Airgun,1304,9,2,-79.89004385,40.45126164
224480800,20066792,99,2020-04-07T23:46:00,"1200 Block DAGMAR Ave Pittsburgh, PA 15216",N,Beechview,6,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,1916,4,5,-80.02344572,40.41677203
224506629,20067302,0,2020-04-08T19:50:00,"1400 Block W North Ave Pittsburgh, PA 15233",N,Manchester,1,99,9993 PFA Service with Weapons Supplement,2107,6,1,-80.02576793,40.45221526
224512135,20050786,0,2020-04-09T01:50:00,"N Highland Ave & Broad St Pittsburgh, PA 15206",N,East Liberty,5,99,9999 9999 - (Misc. Incident):  Missing Axon Body Camera,1115,9,2,-79.92434827,40.46249841
224538351,20067761,6,2020-04-09T12:47:00,"500 Block Brookline Blvd Pittsburgh, PA 15226",Y,Brookline,6,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1918,4,5,-80.02363456,40.39622106
224638440,20069971,0,2020-04-13T13:16:00,"5400 Block Penn Ave Pittsburgh, PA 15206",N,Garfield,5,99,9999 9999 - (Misc. Incident): ,1114,9,2,-79.9364192,40.46444914
224638838,20069965,10,2020-04-13T08:30:00,"E North Ave Pittsburgh, PA 15212",N,Allegheny Center,1,HARRASSMENT,2709 Harassment (Non-Specific) / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,2204,1,1,-80.00086053,40.45654024
224638899,20069975,10,2020-04-13T13:05:00,"100 Block Station Square Dr W Pittsburgh, PA 15219",N,South Shore,3,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1921,2,5,-80.0036478,40.43339608
224639204,20069996,6,2020-04-13T13:00:00,"500 Block Francis St Pittsburgh, PA 15219",N,Middle Hill,2,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,501,6,3,-79.96749434,40.44714039
224639897,20070009,6,2020-04-07T00:01:00,"600 Block Kirtland St Pittsburgh, PA 15208",N,Point Breeze,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,1406,9,3,-79.90778323,40.44564214
224640268,20069953,6,2020-04-13T12:41:00,"2100 Block Noblestown Rd Pittsburgh, PA 15205",Y,Westwood,6,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",2811,2,5,-80.05354715,40.4314604
224640428,20070010,27,2020-04-13T14:15:00,"Saw Mill Run Blvd Ramp & Saw Mill Run Blvd Pittsburgh, PA 15226",N,Bon Air,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1806,,,0,0
224640990,20070011,0,2020-04-13T15:30:00,"1500 Block Hubbard St Pittsburgh, PA 15212",N,Brighton Heights,1,99,9993 PFA Service with Weapons Supplement,2703,1,1,-80.03730458,40.4782737
224641286,20070015,14,2020-04-11T03:50:00,"400 Block Stanwix St Pittsburgh, PA 15222",N,Central Business District,2,CRIM MISCHIEF,3304 Criminal Mischief.,201,6,6,-80.00398861,40.44085004
224641610,20070016,0,2020-04-08T14:00:00,"1900 Block S 18th St Pittsburgh, PA 15203",N,South Side Slopes,3,99,9999 9999 - (Misc. Incident): ,1706,3,3,-79.97949328,40.4246466
224641665,20070029,27,2020-04-13T14:35:00,"5200 Block Centre Ave Pittsburgh, PA 15224",N,Shadyside,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,709,8,2,-79.94092261,40.45452323
224642241,20070059,0,2020-04-13T00:01:00,"2500 Block Chauncey Dr Pittsburgh, PA 15219",N,Bedford Dwellings,2,99,9999 9999 - (Misc. Incident): ,509,6,3,-79.97383971,40.4509833
-3270014235,20066467,27,2020-04-07T11:20:00,"1600 Block Rutledge St Pittsburgh, PA 15211",N,Duquesne Heights,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1911,2,5,-80.02369695,40.43972289
224461508,20066451,5,2020-04-07T10:00:00,"1500 Block 5th Ave Pittsburgh, PA 15219",Y,Crawford-Roberts,2,BURGLARY,3502 Burglary. / 3921 Theft by Unlawful Taking or Disposition. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 3503(a) Criminal Trespass,305,6,3,-79.98502509,40.4385396
224466585,20066548,6,2020-04-07T07:00:00,"5200 Block Lytle St Pittsburgh, PA 15207",N,Hazelwood,4,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,1501,5,3,-79.94517931,40.40504255
224490825,20067041,29,2020-04-08T10:23:00,"1300 Block Chicago St Pittsburgh, PA 15214",N,Northview Heights,1,RUNAWAYS - JUVENILE,029 Missing Juvenile,2609,1,1,-80.00180646,40.47804608
224502952,20067210,6,2020-04-08T16:00:00,"3700 Block Brighton Rd Pittsburgh, PA 15212",N,Brighton Heights,1,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",2708,1,1,-80.03519808,40.48325453
224502957,20067174,10,2020-04-08T14:10:00,"300 Block Linnview Ave Pittsburgh, PA 15210",N,Carrick,3,SIMPLE ASSAULT,2701 Simple Assault. / 4304(a)(1) Endangering Welfare of Children.,2902,4,3,-79.98446684,40.40367765
224503303,20067197,27,2020-04-04T16:00:00,"5800 Block Centre Ave Pittsburgh, PA 15232",N,Shadyside,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,705,8,2,-79.93146985,40.45763552
224504288,20067236,10,2020-04-08T17:00:00,"100 Block Stewart Ave Pittsburgh, PA 15227",N,Carrick,3,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose,2904,4,3,-79.97946611,40.38248955
224507713,20067292,0,2020-04-08T18:30:00,"6300 Block Ebdy St Pittsburgh, PA 15217",N,Squirrel Hill South,4,99,9999 9999 - (Misc. Incident): Neighbor Dispute,1414,5,3,-79.92373931,40.42442813
224508889,20067293,99,2020-04-08T17:45:00,"Saw Mill Run Blvd & Maytide St Pittsburgh, PA 15210",N,Overbrook,3,FOUND PROPERTY,9489 Found Property,3204,4,5,-79.99508507,40.38471557
224510309,20067386,99,2020-04-08T21:19:00,"N Highland Ave & Bryant St Pittsburgh, PA 15206",N,Highland Park,5,AIDED CASE,9497 Aided Case,1102,7,2,-79.91878942,40.47451005
224482353,20066879,0,2020-04-08T02:01:00,"100 Block Hackstown St Pittsburgh, PA 15203",N,South Side Slopes,3,99,9998 Overdose Other,1706,,,0,0
224490677,20067037,29,2020-04-08T09:00:00,"6800 Block Mcpherson Blvd Pittsburgh, PA 15208",N,Point Breeze North,4,RUNAWAYS - JUVENILE,029 Missing Juvenile,1405,9,2,-79.90833514,40.45465787
224497871,20067102,0,2020-04-08T12:00:00,"400 Block Grant St Pittsburgh, PA 15219",N,Central Business District,2,99,9999 9999 - (Misc. Incident): ,201,6,6,-79.99749861,40.4383791
224498130,20067139,10,2020-04-08T12:15:00,"4600 Block Centre Ave Pittsburgh, PA 15213",N,North Oakland,4,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",507,6,3,-79.95199169,40.45190965
224503310,20067211,10,2020-04-02T14:00:00,"4000 Block Howley St Pittsburgh, PA 15224",N,Bloomfield,5,HARRASSMENT,2709 Harassment (Non-Specific),903,,,0,0
224505824,20067235,27,2020-04-08T17:25:00,"800 Block Saw Mill Run Blvd Pittsburgh, PA 15226",Y,Bon Air,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3746 Immediate Notice of Accident to Police Department / 1785 Proof of Financial Responsibility Following Accident. / 3544 Pedestrians Walking Along or on Highway. / 3736 Reckless Driving / 531.07 (b) Illegally abandons or stalls vehicle,1806,,,0,0
224512070,20067476,10,2020-04-09T01:30:00,"900 Block Woodlow St Pittsburgh, PA 15205",N,Crafton Heights,6,SIMPLE ASSAULT,2701 Simple Assault.,2814,2,5,-80.05235069,40.44581914
224575192,20068311,99,2020-04-10T11:04:00,"300 Block N Graham St Pittsburgh, PA 15206",N,Garfield,5,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1114,9,2,-79.93378542,40.46689026
224582508,20068674,11,2020-04-11T00:14:00,"1400 Block Bellaire Pl Pittsburgh, PA 15226",N,Brookline,6,THEFT OF SERVICES,"3926(a)(1) Theft of Services; Cable, Gas, Taxi, Bill, Tab, etc.",3206,4,5,-80.00929109,40.39297825
224582913,20068658,10,2020-04-10T23:31:00,"200 Block Tarragonna St Pittsburgh, PA 15210",Y,Bon Air,3,SIMPLE ASSAULT,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,1806,4,5,-79.99699067,40.40914807
224585149,20068748,3,2020-04-11T04:03:00,"Forbes Ave & Van Braam St Pittsburgh, PA 15219",Y,Bluff,2,ROBBERY,3701 Robbery. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,103,6,3,-79.98267437,40.43755862
224589596,20067956,20,2020-04-04T15:00:00,"7600 Block Susquehanna St Pittsburgh, PA 15221",N,Homewood South,5,ENDANGER WELFARE OF CHILDREN,4304(a)(1) Endangering Welfare of Children. / 2701(b)(2) Simple Assault -  Child Under 12 / Adult 21 Or Older,1304,9,2,-79.89216148,40.45100809
224591674,20068831,17,2020-04-11T09:46:00,Zone 6,Y,,6,INDECENT EXPOSURE,3127 Indecent Exposure. / 9497 Aided Case,,,,,
224592796,20068910,18,2020-04-11T13:00:00,"300 Block Cedar Ave Pittsburgh, PA 15212",Y,East Allegheny,1,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant,2304,1,1,-80.0009078,40.45089356
224643217,20070072,6,2020-04-13T07:00:00,"200 Block Marland St Pittsburgh, PA 15210",N,Knoxville,3,THEFT FROM AUTO,3934 Theft from Vehicle,3001,3,5,-79.99044171,40.41201514
-3249024541,20070038,0,2020-04-13T16:07:00,"1200 Block Chelton Ave Pittsburgh, PA 15226",Y,Brookline,6,99,3926.C1 THEFT OF SERVICES,1918,4,5,-80.01475882,40.38965704
224648962,20070101,6,2020-04-12T18:30:00,"3400 Block Brighton Rd Pittsburgh, PA 15212",N,Brighton Heights,1,THEFT FROM AUTO,3934 Theft from Vehicle,2703,1,1,-80.03110764,40.47791435
224653967,20070121,6,2020-04-13T00:01:00,"3100 Block Cordell Pl Pittsburgh, PA 15203",N,Arlington Heights,3,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake. / 4106 Access Device Fraud",1604,3,3,-79.96345297,40.41771717
224654058,20070133,6,2020-04-13T15:00:00,"5200 Block Gertrude St Pittsburgh, PA 15207",N,Hazelwood,4,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,1515,5,3,-79.9421169,40.40614234
224664859,20070212,27,2020-04-13T21:29:00,"N Murtland St & Forest Way Pittsburgh, PA 15208",N,Homewood West,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop. / 9094 Recovered Stolen Vehicle (OUTSIDE CITY),1207,9,2,-79.90093929,40.45895906
-3314015493,20070285,14,2020-04-14T01:39:00,"300 Block Meredith St Pittsburgh, PA 15210",N,Carrick,3,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,2902,4,3,-79.98299448,40.39776978
-3293005739,20070314,99,2020-04-14T03:00:00,"3000 Block Marshall Rd Pittsburgh, PA 15214",N,Perry South,1,DOG BITE,9492 Dog Bite,2615,1,1,-80.01495084,40.4760674
224517958,20067599,6,2020-04-09T07:30:00,"100 Block W Mc Intyre Ave Pittsburgh, PA 15214",N,Perry South,1,THEFT FROM AUTO,3934 Theft from Vehicle,2614,6,1,-80.01178852,40.46853896
224528711,20067713,6,2020-04-09T04:45:00,"300 Block Rochelle St Pittsburgh, PA 15210",N,Knoxville,3,THEFT FROM AUTO,3934 Theft from Vehicle,3001,3,5,-79.99305421,40.41503865
224531290,20067727,14,2020-04-09T11:30:00,"600 Block N St Clair St Pittsburgh, PA 15206",N,East Liberty,5,CRIM MISCHIEF,3304 Criminal Mischief.,1113,9,2,-79.92510365,40.46804599
224533593,20067728,99,2020-04-09T11:45:00,"700 Block Johnston Ave Pittsburgh, PA 15207",Y,Glen Hazel,4,AIDED CASE,9497 Aided Case,1504,5,3,-79.93345588,40.40580508
224533773,20067758,6,2020-04-08T13:30:00,"500 Block East End Ave Pittsburgh, PA 15221",N,Point Breeze,4,THEFT FROM AUTO,3934 Theft from Vehicle,1406,9,3,-79.89581085,40.44275131
224537692,20067803,6,2020-04-04T00:01:00,"2900 Block Merwyn Ave Pittsburgh, PA 15204",N,Sheraden,6,THEFT,3921 Theft by Unlawful Taking or Disposition. / 4106 Access Device Fraud,2018,2,5,-80.0504244,40.45572961
224540709,20067819,6,2020-04-09T14:55:00,"2700 Block Churchview Ave Pittsburgh, PA 15210",N,Carrick,3,THEFT,"3921 Theft by Unlawful Taking or Disposition. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 3304 Criminal Mischief.",2904,4,3,-79.97726374,40.38543979
224542910,20067867,6,2020-04-09T16:30:00,"300 Block Fort Duquesne Blvd Pittsburgh, PA 15222",N,Central Business District,2,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",201,,,0,0
224543760,20067927,6,2020-04-09T09:35:00,"3400 Block Colby St Pittsburgh, PA 15214",N,Summer Hill,1,THEFT FROM AUTO,3934 Theft from Vehicle,2612,,,0,0
224546036,20067928,6,2020-04-09T18:00:00,"Riverview Dr & Davis Ave Pittsburgh, PA 15214",N,Perry North,1,THEFT FROM AUTO,3934 Theft from Vehicle / 4106 Access Device Fraud / 3304 Criminal Mischief.,2602,1,1,-80.02423679,40.4835423
224546421,20067811,10,2020-04-09T13:20:00,"200 Block JHF Dr Pittsburgh, PA 15217",N,Squirrel Hill South,4,HARRASSMENT,2709(a) Harassment.,1413,5,3,-79.91987626,40.41379642
